D,ID,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,ID,puM,id,%tologit,puM,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id
COMPOUNDBLOCK,COMPOUNDCODE,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM),ertl039,ami0etha0l1,ertl041,dione0104,ertl043,benzylicOH,est0lact0latm0carbm0t7,aromCl,ether,halosp3sp3halo,arylNHCO,easy0oxy0t13,diazo0aryl,allylic0oxyd0t10,SamideNH0,activatedCH,aldehydes,benzdiazepine0ring,aliphOH0t6,aromO,carbamate0and0thio,RbasicNH0,aromF,ertl033,ertl037,RSamideO0nh0,Samide0NH,basic0NH2,benzdiaz0t18,Ramidine,RbasicNH1,carbonate0carbamate,amide0dicarbonyl,aromBr,branchedC0tRing,ch20lipo0t9,anycarbonyl,d0,di0widhraw0cx4,diazo,ami0etha0l0,aromI,ertl035,phe0lic0tautomer,ketones,lipovolume,0nring0at,p0withdraw0phe0l,hydroxylation0t8,p0hetero0or0halo,0t0ring0diol,ketone0t14,nc(do)n,hindred0phe0l,intraHbond5,hetero0halo0di0n0arom,nitro0O,intraHbond6,nH0indole0like,nitro000ortho0t15,perfluoro,hydroxyA,phe0l0pyr2r,ohccn0t17,nHindole0like,phe0l,ketal,nitro,aasC,ringOdouble,t01601,pyridones,dsCH,ringdiol,sp20carbons,xccn0t12,nCOOH,qui0ne0type,ring0join,tert0amine0t11,thio0keto,sulfonicacid,urea0thio,zw3,sulphates,zw1,t01602,nCO,ssCH2,sssCH,pyridine,nNprot,urea,ddC,nX,sulphonamide0t5,tsC,zw2,nC(sp3),nC(sp2),poly0sugars,ringat,0H,tCH,0S,dCH2,ring50nH0,ring5nH,spiroC,t01603,thio0acid,polyOH,aaCH,sp0carbons,dssC,ssSiH2,sssSiH,sOH,ssssSi,sF,ssNH,sNH31,tN,sssN,ddsN,aaaC,dNH,ssssN1,dsN,aaNH,ssNH21,sNH2,sssNH1,aaN,ssssC,aasN,ssO,sSiH3,HBA0lip,ERTL0SPtPSA,logP,Vx,MW,NegativeCharge,OverallCharge,PositiveCharge,Flex,AromaticRings,ERTL0tPSA,N13,BasicGroup,O5,C9,O9,HAT,O10,S2,HAO,C12,C6,C2,N2,AcidGroup,HAS,O7,AliRingAttachment,HAN,C11,C26,N6,PRX0time2,N7,C27,N1,N10,C4,H4,O6,O11,AroRingAttachment,C8,HDO,HDN,O3,C25,C13,UB,C10,C3,C1,N8,PRX0time01,H3,HDT,N14,H2,ssS,N4,sssssP,sPH2,PRX0time1,ssPH,NbN,dssS,ddssS,dS,dsssP,CamideNH,sssP,BasicNH12AroRings,fg5,BasicNH02AroRings,NnH,sBr,nNneutral,aaS,BasicNH0R2AroRings,BasicNH1R2AroRings,00rganicAtom,sSH,sCl,sI,f390,q257,frg026,f441,frg054,q040,q481,f007,f147,q483,q453,q137,frg08,f245,q458,Nn,f301,f443,f015,f413,f440,q358,f407,q485,q139,q017,f244,q457,q041,f444,f456,q277,f392,f393,q155,q300,q039,q192,S3,HydrophobicGroup,ed40,H1a,C24,C5,C23,C20,ew70,ew90,ew80,ew75,ew40,ew20,ew50,f004,f005,ed60,C21,ew10,ed70,ed20,ed50,N11,ew100,N12,ew30,ed80,C22,ew60,Ocarbamate,CamideNH0,CH2long,CBr,CH3Aa,0,ACamideO0nh0nh2,ACamideO0nh0,CF3,quatN,CH0Aa,CH2Aa,CH2link,macrocyclic,CH3hetero,ASamideO0nh0nh2,RCamideO0nh0,ASamideO0nh0,CH1Aa,Aamidine,NH1and2CdO,AbasicNH1,Ester,HaloC,HBD0prof,CH2hetero,Michael0accept,OHCHCdO,NBA,HBD0lip,HBD0cam,NRB,CSSC,Pester,AbasicNH0,RCamideO0nh0nh2,RSR,HBA0prof,Pamide,RSamideO0nh0nh2,logS,logS @ pH7.4,logD,2C9 pKi,hERG pIC50,BBB log([brain]:[blood]),BBB category,HIA category,P0gp category,2D6 affinity category,PPB90 category,HBD,HBA,TPSA,Flexibility,Rotatable Bonds
1,[H]N(C1=NN=C(C2=CC=CC=C2)S1)C3=NC(OCCC4=CC=C(F)C=C4)=CN=C3,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,18,0,23,0,0,2,0,2,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,6,101.1,4.053,275.8,393.4,0,5,5,0.2258,4,72.82,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,23,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,2,0,0,0,8,11,2,0,9,10,23,1,1,15,5,2,0,1,1,0,2,2,8,18,4,2,6,8,0,1,18,1,1,7,4,8,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,4,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1,0,8,0,0,0,0,0,4,0,0,0.132,0.132,4.053,5.874,6.171,0.5308,0,1,1,1,3,1,6,72.82,0.2258,7
1,[H]N(CC(N)=O)C,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,55.12,1.56,74.66,88.11,0,1,1,0.4,0,55.12,0,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,4,0,0,0,0,0,1,0,0,7.177,2.947,1.876,3.791,2.887,0.3031,1,1,0,0,0,2,3,55.12,0.4,2
1,FC(F)(F)OC1=CC=C(CO[C@@H]2COC3=NC(=C[N]3C2)[N](=O)=O)C=C1,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,3,0,0,0,5,9,0,15,0,0,3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,8,91.33,2.685,214.3,359.3,0,1,1,0.2222,2,91.33,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,14,27,2,0,24,18,26,1,0,14,3,4,0,2,3,0,5,4,18,16,11,0,4,21,0,0,9,0,4,6,2,8,8,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,4,4,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,14,0,0,0,0,0,7,0,0,2.196,2.196,2.685,4.883,5.413,0.06653,0,1,0,3,3,0,8,91.33,0.2222,6
1,O=C(C[N]1C=CN=C1[N](=O)=O)NCC2=CC=CC=C2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,9,0,11,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,92.74,0.7437,185.6,260.2,0,1,1,0.3,2,92.74,0,0,2,0,1,4,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,15,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,4,6,13,0,1,6,4,2,0,0,0,0,3,0,4,8,8,2,4,4,0,0,10,0,0,6,2,4,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,1,1,6,0,0,0,0,0,5,0,0,3.386,3.386,0.7437,4.111,4.076,0.3188,0,1,0,0,0,1,7,92.74,0.3,6
1,Brc1c(nc2ncccn12)c3ccc4OCOc4c3,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,0,18,0,0,2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,5,48.65,2.16,179.7,318.1,0,2,2,0.04545,3,48.65,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,7,13,1,0,9,12,25,0,0,15,3,11,0,0,2,0,2,0,7,15,0,0,5,8,0,1,12,1,1,1,3,4,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,6,0,0,0,0,0,4,0,0,1.594,1.594,2.16,5.056,4.96,0.4023,0,1,1,1,0,0,5,48.65,0.04545,1
1,Brc1cncc(c1)c2cc(NCCCn3ccnc3)nc(n2)c4ccccc4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,3,18,0,23,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,6,68.52,3.717,293.4,435.3,0,5,5,0.2258,4,68.52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,23,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,4,7,4,0,6,9,20,0,1,16,6,0,0,0,0,0,0,0,4,15,4,2,5,4,0,1,18,1,1,7,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,1,0,8,0,0,0,0,0,2,0,0,0.6028,1.239,2.684,5.781,5.427,0.4542,0,1,1,1,3,1,6,68.52,0.2258,7
1,C([C@@H]1CN(CCN1)c2nccc(Oc3ccc(cc3)n4ccnc4)n2)c5ccccc5,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,5,19,0,29,0,0,1,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,7,68.1,3.849,313.2,412.5,0,5,5,0.1714,4,68.1,0,1,0,0,0,7,0,0,1,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,23,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,5,0,0,2,0,0,0,0,0,2,1,0,0,14,44,1,0,29,12,24,1,1,18,6,2,0,1,1,0,1,2,19,18,2,2,6,24,0,0,19,0,0,6,4,10,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,1,0,12,0,0,0,0,0,3,0,0,1.868,1.668,2.34,5.654,6.3,0.146,0,1,1,1,3,1,7,68.1,0.1714,6
1,C(N1CCOCC1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,15,0,23,0,0,2,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,5,50.38,3.164,256.5,335.4,0,2,2,0.1786,3,50.38,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,17,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,6,20,1,0,13,6,15,1,1,13,2,6,0,1,2,0,2,2,8,14,2,2,2,10,0,0,15,0,0,5,2,6,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,17,1,1,11,0,0,0,0,0,3,0,0,2.146,1.556,2.422,5.187,5.51,0.1032,0,1,1,1,3,1,5,50.38,0.1786,5
